#chr	start	end	value	options
rw14	94462721	94476333	503.7	stroke_color=dgreen
rw1	212935543	212991585	503.8	stroke_color=dgreen
rw1	12063330	12144207	503.9	stroke_color=dgreen
rw12	6310436	6328506	503.9	stroke_color=dgreen
rw13	40555664	40666660	504.2	stroke_color=dgreen
rw17	78356777	78360079	504.4	stroke_color=dgreen
rw16	58665109	58684777	504.6	stroke_color=dgreen
rw13	102760392	102768293	504.7	stroke_color=dgreen
rw17	44186969	44191731	504.8	stroke_color=dgreen
rw7	1532454	1534880	505	stroke_color=dgreen
rw20	54475472	54651171	505.1	stroke_color=dgreen
rw22	36487186	36507101	505.1	stroke_color=dgreen
rw13	36431030	36442882	505.6	stroke_color=dgreen
rw8	10764961	10839899	505.6	stroke_color=dgreen
rw9	79571773	79726882	505.6	stroke_color=dgreen
rw10	63133247	63155031	505.7	stroke_color=dgreen
rw11	75768733	75801536	505.9	stroke_color=dgreen
rw18	35972625	35979287	505.9	stroke_color=dgreen
rw12	106774285	106889316	506	stroke_color=dgreen
rw14	100573317	100578891	506.1	stroke_color=dgreen
rw9	35673918	35681159	506.1	stroke_color=dgreen
rw5	124636913	124748824	506.2	stroke_color=dgreen
rw1	153547333	153549258	506.4	stroke_color=dgreen
rw1	77561521	77683426	506.4	stroke_color=dgreen
rw12	49097139	49110900	506.5	stroke_color=dgreen
rw10	76869601	77637819	506.7	stroke_color=dgreen
rw6	32934629	32941070	506.7	stroke_color=dgreen
rw8	85328229	85378154	506.8	stroke_color=dgreen
rw7	10957892	11169828	506.9	stroke_color=dgreen
rw9	128068200	128109258	507	stroke_color=dgreen
rw8	43140449	43202827	507.2	stroke_color=dgreen
rw11	10450321	10507579	507.5	stroke_color=dgreen
rw8	25427842	25458468	507.5	stroke_color=dgreen
rw12	48042898	48106308	507.7	stroke_color=dgreen
rw2	181891716	181930738	507.7	stroke_color=dgreen
rw16	2964216	2968383	508.1	stroke_color=dgreen
rw11	47716517	47767460	508.2	stroke_color=dgreen
rw17	74916083	74923263	508.2	stroke_color=dgreen
rw2	27781364	27890396	508.4	stroke_color=dgreen
rw3	131026850	131350465	508.4	stroke_color=dgreen
rw18	49560699	49592908	508.5	stroke_color=dgreen
rw2	174559574	174682899	508.5	stroke_color=dgreen
rw7	12211222	12237264	508.6	stroke_color=dgreen
rw19	4343527	4360086	508.8	stroke_color=dgreen
rw5	176365474	176415463	508.8	stroke_color=dgreen
rw9	38621088	38623284	508.8	stroke_color=dgreen
rw8	53851808	53959304	508.9	stroke_color=dgreen
rw18	79395772	79529323	509	stroke_color=dgreen
rw3	122680763	122730840	509	stroke_color=dgreen
rw3	179347692	179393226	509.2	stroke_color=dgreen
rw19	43192702	43205774	509.3	stroke_color=dgreen
rw11	74012714	74171210	510.1	stroke_color=dgreen
rw17	44708608	44758852	510.2	stroke_color=dgreen
rw6	139135112	139180809	510.2	stroke_color=dgreen
rw6	158232236	158511828	510.3	stroke_color=dgreen
rw19	34994784	35026471	510.7	stroke_color=dgreen
rw3	10057662	10058356	510.8	stroke_color=dgreen
rw2	191949046	192194940	511	stroke_color=dgreen
rw3	133600605	133661918	511	stroke_color=dgreen
rw17	20009336	20314759	511.6	stroke_color=dgreen
rw2	159712457	159768583	512.1	stroke_color=dgreen
rw1	1312502	1312566	512.5	stroke_color=dgreen
rw3	194402674	194486654	512.5	stroke_color=dgreen
rw6	107028172	107051586	512.6	stroke_color=dgreen
rw12	56237807	56258359	512.8	stroke_color=dgreen
rw20	62708783	62762771	512.9	stroke_color=dgreen
rw10	14904611	14954432	513	stroke_color=dgreen
rw1	117060288	117102870	513.5	stroke_color=dgreen
rw13	20403667	20525873	513.9	stroke_color=dgreen
rw11	7665095	7674341	514.1	stroke_color=dgreen
rw6	42915807	42925838	514.1	stroke_color=dgreen
rw12	48814432	48828943	514.4	stroke_color=dgreen
rw16	3088890	3099317	514.4	stroke_color=dgreen
rw11	36483767	36510313	514.5	stroke_color=dgreen
rw16	8674587	8784575	514.7	stroke_color=dgreen
rw6	87590067	87667454	514.9	stroke_color=dgreen
rw1	24119771	24143285	515	stroke_color=dgreen
rw16	55478830	55506691	515.3	stroke_color=dgreen
rw1	16246840	16352491	515.6	stroke_color=dgreen
rw11	66593162	66606019	515.7	stroke_color=dgreen
rw1	53087179	53142632	516	stroke_color=dgreen
rw16	29973641	29992261	516.2	stroke_color=dgreen
rw9	113349532	113371233	516.2	stroke_color=dgreen
rw10	88969801	89017059	516.3	stroke_color=dgreen
rw17	82057872	82065821	516.3	stroke_color=dgreen
rw4	99816824	99872249	516.4	stroke_color=dgreen
rw3	129440036	129520507	516.5	stroke_color=dgreen
rw11	126355645	126652917	516.6	stroke_color=dgreen
rw1	109668022	109683997	516.8	stroke_color=dgreen
rw1	109090762	109096934	516.8	stroke_color=dgreen
rw20	45833622	45843275	516.8	stroke_color=dgreen
rw12	57434685	57452062	517	stroke_color=dgreen
rw16	2638982	2646129	517	stroke_color=dgreen
rw11	65787034	65797219	517.2	stroke_color=dgreen
rw6	32190766	32195523	517.2	stroke_color=dgreen
rw16	30748299	30761176	517.3	stroke_color=dgreen
rw3	121769763	121835079	517.3	stroke_color=dgreen
rw10	118932096	118933283	517.4	stroke_color=dgreen
rw12	117208142	117361802	517.4	stroke_color=dgreen
rw12	112125545	112153604	517.7	stroke_color=dgreen
rw9	137306894	137423268	517.8	stroke_color=dgreen
rw7	74289475	74405943	517.9	stroke_color=dgreen
rw12	14365632	14502935	518	stroke_color=dgreen
rw20	63488012	63499315	518	stroke_color=dgreen
rw21	33229895	33264513	518	stroke_color=dgreen
rw1	15834215	15848147	518.1	stroke_color=dgreen
rw18	11883471	11908797	518.1	stroke_color=dgreen
rw8	27459761	27479296	518.1	stroke_color=dgreen
rw2	196133583	196176503	518.5	stroke_color=dgreen
rw11	95790461	95832693	518.6	stroke_color=dgreen
rw2	170813210	170861151	518.7	stroke_color=dgreen
rw7	149126416	149183042	518.9	stroke_color=dgreen
rw13	25246201	25287566	519.3	stroke_color=dgreen
rw17	63700338	63702685	519.3	stroke_color=dgreen
rw1	147155106	147172589	519.5	stroke_color=dgreen
rw15	74890011	74899457	519.5	stroke_color=dgreen
rw17	75109952	75130265	519.8	stroke_color=dgreen
rw12	71686098	71704060	520.2	stroke_color=dgreen
rw5	131170914	131205426	520.6	stroke_color=dgreen
rw17	14301050	14349406	520.9	stroke_color=dgreen
rw1	246566337	246668587	521.1	stroke_color=dgreen
rw8	41529206	41545046	521.1	stroke_color=dgreen
rw1	236794304	236903981	521.3	stroke_color=dgreen
rw19	3490821	3505918	521.3	stroke_color=dgreen
rw1	113073170	113125202	521.6	stroke_color=dgreen
rw19	57769652	57780616	521.8	stroke_color=dgreen
rw2	17663812	17753829	521.8	stroke_color=dgreen
rw15	45129992	45165578	521.9	stroke_color=dgreen
rw7	93921704	93926514	521.9	stroke_color=dgreen
rw15	82808169	82834861	522.3	stroke_color=dgreen
rw11	125893485	125903369	522.4	stroke_color=dgreen
rw11	44564427	44620363	522.6	stroke_color=dgreen
rw3	48625723	48635493	523	stroke_color=dgreen
rw3	101649439	101677144	523.1	stroke_color=dgreen
rw4	30720319	31146801	523.1	stroke_color=dgreen
rw9	128149453	128153455	523.3	stroke_color=dgreen
rw12	2812621	2836956	523.4	stroke_color=dgreen
rw16	70454584	70480274	523.5	stroke_color=dgreen
rw1	6415232	6424664	523.7	stroke_color=dgreen
rw1	46394267	46413848	523.8	stroke_color=dgreen
rw15	41621232	41769943	523.8	stroke_color=dgreen
rw16	74671855	74701148	523.8	stroke_color=dgreen
rw1	220057482	220089927	523.9	stroke_color=dgreen
rw7	100154420	100158721	523.9	stroke_color=dgreen
rw12	25435588	25436297	524	stroke_color=dgreen
rw10	49818275	49942027	524.1	stroke_color=dgreen
rw11	69048882	69160413	524.2	stroke_color=dgreen
rw19	56374832	56393585	524.2	stroke_color=dgreen
rw14	31420758	31452883	524.4	stroke_color=dgreen
rw14	75053221	75069483	524.6	stroke_color=dgreen
rw2	230416156	230545602	524.6	stroke_color=dgreen
rw1	88979456	88992960	524.8	stroke_color=dgreen
rw18	59430939	59697643	524.8	stroke_color=dgreen
rw19	5205503	5340803	524.8	stroke_color=dgreen
rw3	3149633	3179717	524.9	stroke_color=dgreen
rw16	23690304	23713500	525.1	stroke_color=dgreen
rw1	41506365	42035931	525.4	stroke_color=dgreen
rw6	35297818	35321771	525.4	stroke_color=dgreen
rw6	125986430	126039276	525.4	stroke_color=dgreen
rw8	6898881	6899411	525.4	stroke_color=dgreen
rw18	51174550	51197681	525.8	stroke_color=dgreen
rw4	7938921	7940296	525.8	stroke_color=dgreen
rw11	65638107	65650930	526	stroke_color=dgreen
rw1	37809567	37859624	526.1	stroke_color=dgreen
rw20	32983773	33004449	526.1	stroke_color=dgreen
rw8	9555214	9782346	526.1	stroke_color=dgreen
rw11	102347182	102378670	526.3	stroke_color=dgreen
rw9	2015219	2193624	526.5	stroke_color=dgreen
rw16	2223488	2235742	526.6	stroke_color=dgreen
rw3	53864931	53882202	526.9	stroke_color=dgreen
rw18	45825580	45842556	527	stroke_color=dgreen
rw11	66744736	66843516	527.2	stroke_color=dgreen
rw13	100494670	100506387	527.4	stroke_color=dgreen
rw3	48292317	48302246	527.5	stroke_color=dgreen
rw11	44727130	44932427	527.6	stroke_color=dgreen
rw15	30903852	30943108	527.6	stroke_color=dgreen
rw4	41990472	42087534	527.6	stroke_color=dgreen
rw7	5560717	5561219	527.6	stroke_color=dgreen
rw12	13044381	13083449	527.8	stroke_color=dgreen
rw4	15002451	15070153	527.9	stroke_color=dgreen
rw14	20289131	20305994	528.4	stroke_color=dgreen
rw10	92593068	92655395	528.6	stroke_color=dgreen
rw12	66123069	66130753	528.7	stroke_color=dgreen
rw6	44000597	44005958	528.7	stroke_color=dgreen
rw11	576220	612222	528.9	stroke_color=dgreen
rw5	128083791	128189688	528.9	stroke_color=dgreen
rw12	70366223	70434292	529.4	stroke_color=dgreen
rw2	207711540	207756174	529.4	stroke_color=dgreen
rw1	33077884	33081102	529.6	stroke_color=dgreen
rw20	11890723	11926595	529.6	stroke_color=dgreen
rw3	30653482	30663487	529.6	stroke_color=dgreen
rw5	176595802	176617338	529.6	stroke_color=dgreen
rw12	6870935	6873471	529.7	stroke_color=dgreen
rw19	12610918	12629862	530	stroke_color=dgreen
rw3	155826511	155854459	530	stroke_color=dgreen
rw3	114056731	114088422	530.2	stroke_color=dgreen
rw8	119730773	119832858	530.2	stroke_color=dgreen
rw9	89360791	89498014	530.2	stroke_color=dgreen
rw8	375931	383174	530.3	stroke_color=dgreen
rw3	25718944	25790039	530.4	stroke_color=dgreen
rw1	212992182	213015875	530.7	stroke_color=dgreen
rw9	75088482	75148137	530.7	stroke_color=dgreen
rw11	2883218	2885816	530.8	stroke_color=dgreen
rw13	79311827	79406258	530.8	stroke_color=dgreen
rw3	52287820	52295256	530.8	stroke_color=dgreen
rw19	49877425	49888750	530.9	stroke_color=dgreen
rw15	37934604	37995033	531.5	stroke_color=dgreen
rw9	35658282	35661503	532.1	stroke_color=dgreen
rw17	37686431	37745078	532.2	stroke_color=dgreen
rw1	2415782	2505530	532.3	stroke_color=dgreen
rw2	241356249	241494842	532.7	stroke_color=dgreen
rw8	23678693	23682937	532.7	stroke_color=dgreen
rw4	152779937	152911912	532.8	stroke_color=dgreen
rw15	70881342	70892433	532.9	stroke_color=dgreen
rw20	32008351	32008472	533	stroke_color=dgreen
rw13	42271481	42323267	533.5	stroke_color=dgreen
rw17	48575507	48578381	533.8	stroke_color=dgreen
rw5	145337932	145835383	533.8	stroke_color=dgreen
rw15	88877288	88895626	533.9	stroke_color=dgreen
rw17	8878916	8965712	534.1	stroke_color=dgreen
rw20	43558995	43585633	534.3	stroke_color=dgreen
rw15	40439721	40468242	535.7	stroke_color=dgreen
rw16	58392394	58406144	535.7	stroke_color=dgreen
rw2	233251571	233295674	535.8	stroke_color=dgreen
rw21	34787801	35049310	536	stroke_color=dgreen
rw17	74862497	74873031	536.1	stroke_color=dgreen
rw11	31369815	31432835	536.2	stroke_color=dgreen
rw15	23685407	23687303	536.2	stroke_color=dgreen
rw16	2088708	2135898	536.3	stroke_color=dgreen
rw20	46557823	46684485	536.3	stroke_color=dgreen
rw7	107743497	107762011	536.3	stroke_color=dgreen
rw4	112145397	112189081	536.4	stroke_color=dgreen
rw17	43875357	43909711	537.1	stroke_color=dgreen
rw5	93617725	94111699	537.1	stroke_color=dgreen
rw7	139229565	139329421	537.1	stroke_color=dgreen
rw10	91798394	91865475	537.2	stroke_color=dgreen
rw20	62143720	62182510	537.2	stroke_color=dgreen
rw6	37433131	37482827	537.7	stroke_color=dgreen
rw7	108569745	108574850	537.7	stroke_color=dgreen
rw14	63684216	63728095	537.8	stroke_color=dgreen
rw19	55075853	55087923	537.8	stroke_color=dgreen
rw19	17951302	17999121	538	stroke_color=dgreen
rw2	44317607	44361862	538	stroke_color=dgreen
rw10	89301949	89309276	538.1	stroke_color=dgreen
rw6	143843371	143863806	538.3	stroke_color=dgreen
rw11	67364168	67374177	538.5	stroke_color=dgreen
rw14	49620771	49623481	538.6	stroke_color=dgreen
rw19	45764785	45769239	538.6	stroke_color=dgreen
rw16	4616493	4690974	538.8	stroke_color=dgreen
rw1	231223763	231241187	538.9	stroke_color=dgreen
rw2	32357028	32618899	538.9	stroke_color=dgreen
rw22	46576017	46682758	538.9	stroke_color=dgreen
rw18	32672668	32773011	539.1	stroke_color=dgreen
rw6	109440646	109443922	539.1	stroke_color=dgreen
rw3	12484432	12539622	539.2	stroke_color=dgreen
rw11	5596101	5612958	539.4	stroke_color=dgreen
rw8	144140864	144143664	539.5	stroke_color=dgreen
rw20	52972309	53495330	540.2	stroke_color=dgreen
rw6	53794497	53924610	540.2	stroke_color=dgreen
rw6	4021329	4064983	540.4	stroke_color=dgreen
rw16	58515479	58520527	540.5	stroke_color=dgreen
rw7	51016212	51316818	540.5	stroke_color=dgreen
rw2	70149885	70191019	540.8	stroke_color=dgreen
rw18	2537525	2571490	540.9	stroke_color=dgreen
rw17	36601581	36634698	541	stroke_color=dgreen
rw17	82047902	82051774	541.3	stroke_color=dgreen
rw16	2882804	2899382	541.6	stroke_color=dgreen
rw19	36054881	36105111	541.7	stroke_color=dgreen
rw5	77076707	77087205	541.8	stroke_color=dgreen
rw15	51341516	51408013	541.9	stroke_color=dgreen
rw7	86876906	87059698	541.9	stroke_color=dgreen
rw2	201451669	201480851	542.2	stroke_color=dgreen
rw7	100119642	100125508	542.2	stroke_color=dgreen
rw8	89933336	89984733	542.4	stroke_color=dgreen
rw17	81822361	81833294	542.6	stroke_color=dgreen
rw18	23992773	24135610	542.8	stroke_color=dgreen
rw16	684622	690649	542.9	stroke_color=dgreen
rw19	49429398	49441551	543.2	stroke_color=dgreen
rw12	8082211	8097777	543.3	stroke_color=dgreen
rw7	78347242	78359458	543.3	stroke_color=dgreen
rw14	75958097	75982991	543.5	stroke_color=dgreen
rw5	111496033	111512536	543.6	stroke_color=dgreen
rw1	168226017	168242850	543.8	stroke_color=dgreen
rw9	95918075	95918873	543.8	stroke_color=dgreen
rw4	69726120	69760712	543.9	stroke_color=dgreen
rw3	69054730	69080373	544.1	stroke_color=dgreen
rw6	121435577	121449744	544.2	stroke_color=dgreen
rw11	65614322	65637439	544.4	stroke_color=dgreen
rw20	63974113	63980986	544.5	stroke_color=dgreen
rw10	23694746	24547848	544.6	stroke_color=dgreen
rw11	68052859	68121391	545	stroke_color=dgreen
rw2	127298669	127343229	545	stroke_color=dgreen
rw3	49171120	49176486	545	stroke_color=dgreen
rw16	15434468	15594689	545.1	stroke_color=dgreen
rw3	119579433	119589945	545.1	stroke_color=dgreen
rw1	156721891	156728472	545.3	stroke_color=dgreen
rw3	119211742	119240905	545.3	stroke_color=dgreen
rw15	82988308	83012298	545.8	stroke_color=dgreen
rw17	81395464	81466332	546	stroke_color=dgreen
rw18	46808246	46920167	546.4	stroke_color=dgreen
rw2	178480410	178505586	546.4	stroke_color=dgreen
rw17	80206966	80220400	546.5	stroke_color=dgreen
rw10	5861726	5889897	546.6	stroke_color=dgreen
rw17	3802160	3846251	546.6	stroke_color=dgreen
rw20	3227417	3241482	546.6	stroke_color=dgreen
rw6	148746962	149076990	546.9	stroke_color=dgreen
rw1	247493000	247497878	547	stroke_color=dgreen
rw21	32311019	32393003	547.1	stroke_color=dgreen
rw16	3611745	3662875	547.2	stroke_color=dgreen
rw1	46188681	46220305	547.4	stroke_color=dgreen
rw3	135965673	136147910	547.8	stroke_color=dgreen
rw16	4958317	5019155	547.9	stroke_color=dgreen
rw8	27311482	27459391	548	stroke_color=dgreen
rw9	126804072	126838210	548	stroke_color=dgreen
rw14	74057662	74084493	548.3	stroke_color=dgreen
rw14	96281258	96363341	548.3	stroke_color=dgreen
rw1	243488233	243851079	548.7	stroke_color=dgreen
rw22	43923739	43947568	548.7	stroke_color=dgreen
rw12	111034024	111350554	548.8	stroke_color=dgreen
rw4	79696907	79744315	548.8	stroke_color=dgreen
rw12	69359700	69424838	549.3	stroke_color=dgreen
rw19	10543894	10553423	549.5	stroke_color=dgreen
rw13	72708357	72727800	549.6	stroke_color=dgreen
rw17	45620329	45637963	549.6	stroke_color=dgreen
rw13	63737435	63742568	550	stroke_color=dgreen
rw11	118994353	119015793	550.5	stroke_color=dgreen
rw16	30658431	30670810	550.6	stroke_color=dgreen
rw22	20707691	20858812	550.7	stroke_color=dgreen
rw6	45327800	45664032	551.2	stroke_color=dgreen
rw5	55256245	55307693	551.6	stroke_color=dgreen
rw2	232547970	232550590	551.8	stroke_color=dgreen
rw8	41578188	41625001	551.8	stroke_color=dgreen
rw18	57544841	57586737	551.9	stroke_color=dgreen
rw16	4371848	4383528	552.1	stroke_color=dgreen
rw18	13726647	13764556	552.1	stroke_color=dgreen
rw6	149594873	149649018	552.1	stroke_color=dgreen
rw19	41310189	41324883	552.2	stroke_color=dgreen
rw4	25234031	25279209	552.2	stroke_color=dgreen
rw3	184259215	184261463	552.3	stroke_color=dgreen
rw5	73120561	73131817	552.5	stroke_color=dgreen
rw14	52857271	52951097	552.6	stroke_color=dgreen
rw19	17871411	17895174	552.7	stroke_color=dgreen
rw2	237859544	237912114	552.7	stroke_color=dgreen
rw1	20183302	20196048	553	stroke_color=dgreen
rw2	99337371	99400265	553.1	stroke_color=dgreen
rw4	153344649	153415095	553.1	stroke_color=dgreen
rw8	27284886	27311319	553.6	stroke_color=dgreen
rw4	26860691	27025381	553.8	stroke_color=dgreen
rw5	34915715	34925682	553.8	stroke_color=dgreen
rw6	31658298	31660772	554.1	stroke_color=dgreen
rw17	41177446	41178208	554.2	stroke_color=dgreen
rw6	27814302	27814740	554.3	stroke_color=dgreen
rw8	95133721	95156685	554.3	stroke_color=dgreen
rw11	59142845	59155039	554.5	stroke_color=dgreen
rw12	53180751	53190870	554.5	stroke_color=dgreen
rw7	156668946	156893208	554.7	stroke_color=dgreen
rw20	47501857	47656877	554.8	stroke_color=dgreen
rw6	127288712	127344069	554.8	stroke_color=dgreen
rw7	156638366	156640654	554.9	stroke_color=dgreen
rw7	156437789	156445588	554.9	stroke_color=dgreen
rw6	32115268	32128240	555	stroke_color=dgreen
rw7	99501297	99534107	555	stroke_color=dgreen
rw16	19555073	19701163	555.3	stroke_color=dgreen
rw2	17877847	17932961	555.7	stroke_color=dgreen
rw18	47107410	47150515	556.3	stroke_color=dgreen
rw19	17049761	17075608	556.5	stroke_color=dgreen
rw2	44168803	44244425	556.6	stroke_color=dgreen
rw3	48157178	48188658	556.6	stroke_color=dgreen
rw17	31007873	31377677	556.9	stroke_color=dgreen
rw22	50508215	50524780	557.1	stroke_color=dgreen
rw5	65508067	65563189	557.1	stroke_color=dgreen
rw3	4303304	4317265	557.3	stroke_color=dgreen
rw3	49805205	49813958	557.4	stroke_color=dgreen
rw2	160099666	160200313	557.5	stroke_color=dgreen
rw6	136342281	136550819	557.5	stroke_color=dgreen
rw6	88609897	88963716	557.5	stroke_color=dgreen
rw12	68808168	68845544	557.9	stroke_color=dgreen
rw20	58689131	58715844	558	stroke_color=dgreen
rw9	2804152	2844130	558	stroke_color=dgreen
rw2	17540540	17656439	558.2	stroke_color=dgreen
rw2	47806920	47906535	558.4	stroke_color=dgreen
rw22	31618491	31662564	558.7	stroke_color=dgreen
rw22	31479385	31479488	558.7	stroke_color=dgreen
rw2	171522247	171558133	558.9	stroke_color=dgreen
rw11	63574462	63616926	559.1	stroke_color=dgreen
